Date,Company,Ticker,Offer Price,Opening Price,1st Day Close,1st Day % Chg,$ Chg Open,$ Chg Close,Star Rating,Year,Month,1st Day Open to Close % Chg,1st Day Open to Close $ Chg,y
2020-04-01,WiMi Hologram Cloud ,WIMI,5.5,6.0,5.5,0.0,0.5,0.0,0.0,2020,4,-0.08333333333333333,-0.5,0
2020-04-03,Zentalis Pharmaceuticals ,ZNTL,18.0,25.2,23.2,0.28888888888888886,7.199999999999999,5.199999999999999,1.0,2020,4,-0.07936507936507936,-2.0,0
2020-04-08,Keros Therapeutics ,KROS,16.0,20.85,20.08,0.2549999999999999,4.850000000000001,4.079999999999998,2.0,2020,4,-0.03693045563549176,-0.7700000000000031,0
2020-04-22,Social Capital Hedosophia Holdings Corp. III,IPOC.U,10.0,10.08,10.07,0.007000000000000029,0.08000000000000007,0.07000000000000028,1.0,2020,4,-0.000992063492063471,-0.009999999999999787,0
2020-04-24,CC Neuberger Principal Holdings I ,PCPL.U,10.0,10.05,10.06,0.0060000000000000496,0.05000000000000071,0.0600000000000005,1.0,2020,4,0.0009950248756218692,0.009999999999999787,0
2020-04-24,Chardan Healthcare Acquisition 2 ,CHAQ.U,10.0,10.0,9.98,-0.0019999999999999575,0.0,-0.019999999999999574,1.0,2020,4,-0.0019999999999999575,-0.019999999999999574,0
2020-04-24,ORIC Pharmaceuticals ,ORIC,16.0,26.0,25.77,0.610625,10.0,9.77,3.0,2020,4,-0.008846153846153863,-0.23000000000000043,0
2020-04-28,Social Capital Hedosophia Holdings Corp. II ,IPOB.U,10.0,10.15,10.12,0.011999999999999922,0.15000000000000036,0.11999999999999922,1.0,2020,4,-0.002955665024630654,-0.030000000000001137,0
2020-04-30,Fortress Value Acquisition (FVAC.U) (u),FVAC.U,10.0,10.05,10.06,0.0060000000000000496,0.05000000000000071,0.0600000000000005,1.0,2020,4,0.0009950248756218692,0.009999999999999787,0
2020-05-01,Collective Growth ,CGROU,10.0,10.0,9.96,-0.003999999999999915,0.0,-0.03999999999999915,1.0,2020,5,-0.003999999999999915,-0.03999999999999915,0
2020-05-01,Lyra Therapeutics ,LYRA,16.0,21.0,18.56,0.15999999999999992,5.0,2.5599999999999987,3.0,2020,5,-0.11619047619047625,-2.4400000000000013,0
2020-05-05,Roth CH Acquisition ,ROCHU,10.0,9.95,9.94,-0.0060000000000000496,-0.05000000000000071,-0.0600000000000005,1.0,2020,5,-0.0010050251256281193,-0.009999999999999787,0
2020-05-06,Live Oak Acquisition ,LOAK.U,10.0,10.0,9.88,-0.011999999999999922,0.0,-0.11999999999999922,1.0,2020,5,-0.011999999999999922,-0.11999999999999922,0
2020-05-06,Sustainable Opportunities Acquisition ,SOAC.U,10.0,9.9,9.93,-0.007000000000000029,-0.09999999999999964,-0.07000000000000028,1.0,2020,5,0.0030303030303029657,0.02999999999999936,0
2020-05-08,Ayala Pharmaceuticals ,AYLA,15.0,15.66,15.03,0.0019999999999999575,0.6600000000000001,0.02999999999999936,3.0,2020,5,-0.04022988505747131,-0.6300000000000008,0
2020-05-08,China Liberal Education Holdings (CLEU),CLEU,6.0,5.0,4.85,-0.19166666666666674,-1.0,-1.1500000000000004,1.0,2020,5,-0.030000000000000072,-0.15000000000000036,0
2020-05-08,Kingsoft Cloud Holdings ,KC,17.0,20.37,23.84,0.4023529411764706,3.370000000000001,6.84,2.0,2020,5,0.17034855179185068,3.469999999999999,1
2020-05-14,GigCapital3 ,GIK.U,10.0,9.9,9.91,-0.008999999999999985,-0.09999999999999964,-0.08999999999999986,1.0,2020,5,0.0010101010101009886,0.009999999999999787,0
2020-05-14,Jaws Acquisition ,JWS.U,10.0,10.0,10.25,0.025,0.0,0.25,1.0,2020,5,0.025,0.25,0
2020-05-15,ADC Therapeutics America SA ,ADCI,19.0,30.0,29.65,0.5605263157894737,11.0,10.649999999999999,1.0,2020,5,-0.011666666666666714,-0.3500000000000014,0
2020-05-15,Novus Capital,NOVSU,10.0,9.97,9.95,-0.005000000000000071,-0.02999999999999936,-0.05000000000000071,1.0,2020,5,-0.0020060180541626228,-0.02000000000000135,0
2020-05-20, B. Riley Principal Merger ,BMRG.U,10.0,10.0,10.0,0.0,0.0,0.0,1.0,2020,5,0.0,0.0,0
2020-05-21,Longview Acquisition ,LGVW.U,10.0,10.0,10.0,0.0,0.0,0.0,1.0,2020,5,0.0,0.0,0
2020-05-21,SelectQuote ,SLQT,20.0,26.2,27.0,0.35,6.199999999999999,7.0,3.0,2020,5,0.030534351145038195,0.8000000000000007,1
2020-05-22,Inari Medical ,NRAI,19.0,41.3,42.51,1.2373684210526315,22.299999999999997,23.509999999999998,3.0,2020,5,0.029297820823244575,1.2100000000000009,1
2020-05-27,Foley Trasimene Acquisition,WPF.U,10.0,10.15,10.18,0.01799999999999997,0.15000000000000036,0.17999999999999972,1.0,2020,5,0.0029556650246304788,0.02999999999999936,0
2020-06-03,Pliant Therapeutics ,PLRX,16.0,25.0,21.3,0.33125000000000004,9.0,5.300000000000001,3.0,2020,6,-0.14799999999999996,-3.6999999999999993,0
2020-06-03,Warner Music Group ,WMG,25.0,27.0,30.12,0.20480000000000004,2.0,5.120000000000001,2.0,2020,6,0.11555555555555559,3.120000000000001,1
2020-06-04,ZoomInfo Technologies ,ZI,21.0,40.0,34.0,0.6190476190476191,19.0,13.0,3.0,2020,6,-0.15,-6.0,0
2020-06-05,Applied Molecular Transport (AMTI),AMTI,14.0,26.0,17.98,0.2842857142857143,12.0,3.9800000000000004,2.0,2020,6,-0.30846153846153845,-8.02,0
2020-06-05,ARYA Sciences Acquisition Corp II ,ARYBU,10.0,10.6,10.79,0.07899999999999992,0.5999999999999996,0.7899999999999991,1.0,2020,6,0.017924528301886747,0.1899999999999995,0
2020-06-05,Dada Nexus Limited ,DADA,16.0,18.3,15.99,-0.0006249999999999867,2.3000000000000007,-0.009999999999999787,2.0,2020,6,-0.12622950819672132,-2.3100000000000005,0
2020-06-05,Legend Biotech ,LEGN,23.0,37.0,37.0,0.6086956521739131,14.0,14.0,2.0,2020,6,0.0,0.0,0
2020-06-05,Mountain Crest Acquisition ,MCACU,10.0,10.05,10.04,0.003999999999999915,0.05000000000000071,0.03999999999999915,1.0,2020,6,-0.000995024875622046,-0.010000000000001563,0
2020-06-05,Shift4 Payments ,FOUR,23.0,33.0,33.54,0.45826086956521733,10.0,10.54,3.0,2020,6,0.016363636363636337,0.5399999999999991,0
2020-06-09,Hudson Executive Investment ,HECCU,10.0,10.19,10.25,0.025,0.1899999999999995,0.25,3.0,2020,6,0.0058881256133464675,0.0600000000000005,0
2020-06-09,Vroom ,VRM,22.0,40.25,47.9,1.1772727272727272,18.25,25.9,4.0,2020,6,0.1900621118012422,7.649999999999999,1
2020-06-10,uCloudlink Group ,UCL,18.0,22.5,17.24,-0.04222222222222231,4.5,-0.7600000000000016,1.0,2020,6,-0.23377777777777783,-5.260000000000002,0
2020-06-11,Lantern Pharma ,LTRN,15.0,14.8,14.95,-0.003333333333333381,-0.1999999999999993,-0.05000000000000071,1.0,2020,6,0.010135135135135039,0.14999999999999858,0
2020-06-12,Avidity Biosciences ,RNA,18.0,26.5,28.5,0.5833333333333334,8.5,10.5,3.0,2020,6,0.07547169811320754,2.0,1
2020-06-12,AZEK Company (The),AZEK,23.0,27.5,27.15,0.18043478260869558,4.5,4.149999999999999,3.0,2020,6,-0.01272727272727278,-0.3500000000000014,0
2020-06-12,Burning Rock Biotech Ltd. ,BNR,16.5,22.8,24.63,0.4927272727272727,6.300000000000001,8.129999999999999,3.0,2020,6,0.08026315789473676,1.8299999999999983,1
2020-06-12,Generation Bio,GBIO,19.0,22.15,24.69,0.2994736842105264,3.1499999999999986,5.690000000000001,3.0,2020,6,0.11467268623024844,2.5400000000000027,1
2020-06-12,Vaxcyte ,PCVX,16.0,20.8,26.15,0.6343749999999999,4.800000000000001,10.149999999999999,3.0,2020,6,0.2572115384615383,5.349999999999998,1
2020-06-16,Royalty Pharma plc ,RPRX,28.0,44.0,44.5,0.5892857142857143,16.0,16.5,3.0,2020,6,0.011363636363636364,0.5,0
2020-06-17,Trebia Acquisition ,TRE.U,10.0,10.46,10.34,0.03399999999999999,0.46000000000000085,0.33999999999999986,1.0,2020,6,-0.011472275334608125,-0.120000000000001,0
2020-06-19,Forma Therapeutics Holdings ,FMTX,20.0,40.0,39.0,0.95,20.0,19.0,3.0,2020,6,-0.025,-1.0,0
2020-06-19,Genetron Holdings ,GTH,16.0,16.15,16.0,0.0,0.14999999999999858,0.0,3.0,2020,6,-0.00928792569659434,-0.14999999999999858,0
2020-06-19,Progenity,PROG,15.0,15.11,13.12,-0.12533333333333338,0.10999999999999943,-1.8800000000000008,3.0,2020,6,-0.13170086035737924,-1.9900000000000002,0
2020-06-19,Repare Therapeutics ,RPTX,20.0,32.05,30.8,0.54,12.049999999999997,10.8,3.0,2020,6,-0.039001560062402386,-1.2499999999999964,0
2020-06-24,Brilliant Acquisition ,BRLIU,10.0,10.01,10.5,0.05,0.009999999999999787,0.5,1.0,2020,6,0.04895104895104897,0.4900000000000002,1
2020-06-26,Agora ,API,20.0,45.0,50.5,1.525,25.0,30.5,2.0,2020,6,0.12222222222222222,5.5,1
2020-06-26,Akouos ,AKUS,17.0,22.26,22.0,0.29411764705882354,5.260000000000002,5.0,3.0,2020,6,-0.011680143755615524,-0.26000000000000156,0
2020-06-26,Albertsons Companies ,ACI,16.0,15.5,15.45,-0.034375000000000044,-0.5,-0.5500000000000007,2.0,2020,6,-0.003225806451612949,-0.05000000000000071,0
2020-06-26,Ebang International Holdings ,EBON,5.23,4.6,5.0,-0.043977055449330865,-0.6300000000000008,-0.23000000000000043,0.0,2020,6,0.08695652173913052,0.40000000000000036,1
2020-06-26,Fusion Acquisition ,FUSE.U,10.0,10.25,10.16,0.016000000000000014,0.25,0.16000000000000014,1.0,2020,6,-0.008780487804878036,-0.08999999999999986,0
2020-06-26,Fusion Pharmaceuticals ,FUSN,17.0,18.5,17.0,0.0,1.5,0.0,3.0,2020,6,-0.08108108108108109,-1.5,0
2020-06-26,Kensington Capital Acquisition ,KCAC.U,10.0,10.05,10.05,0.005000000000000071,0.05000000000000071,0.05000000000000071,1.0,2020,6,0.0,0.0,0
2020-06-26,PolyPid ,PYPD,16.0,16.0,19.0,0.1875,0.0,3.0,2.0,2020,6,0.1875,3.0,1
2020-06-30,GS Acquisition Holdings Corp II ,GSAH.U,10.0,10.4,10.51,0.050999999999999976,0.40000000000000036,0.5099999999999998,1.0,2020,6,0.010576923076923022,0.10999999999999943,0
2020-07-01,Dun & Bradstreet Holdings ,DNB,22.0,25.0,25.35,0.15227272727272734,3.0,3.3500000000000014,2.0,2020,7,0.014000000000000058,0.3500000000000014,0
2020-07-01,Panacea Acquisition ,PANA.U,10.0,10.85,11.3,0.13000000000000006,0.8499999999999996,1.3000000000000007,1.0,2020,7,0.04147465437788028,0.45000000000000107,1
2020-07-02,Accolade ,ACCD,22.0,35.0,29.7,0.35,13.0,7.699999999999999,3.0,2020,7,-0.15142857142857144,-5.300000000000001,0
2020-07-02,Capstar Special Purpose Acquisition ,CPSR.U,10.0,10.16,10.22,0.022000000000000065,0.16000000000000014,0.22000000000000064,1.0,2020,7,0.0059055118110236705,0.0600000000000005,0
2020-07-02,Lemonade ,LMND,29.0,50.06,69.41,1.3934482758620688,21.060000000000002,40.41,3.0,2020,7,0.3865361566120654,19.349999999999994,1
2020-07-08,BlueCity Holdings ,BLCT,16.0,20.45,23.43,0.464375,4.449999999999999,7.43,0.0,2020,7,0.14572127139364305,2.9800000000000004,1
2020-07-08,Therapeutics Acquisition ,TXAC,10.0,11.25,12.02,0.20199999999999996,1.25,2.0199999999999996,1.0,2020,7,0.0684444444444444,0.7699999999999996,1
2020-07-10,Nkarta ,NKTX,18.0,54.75,47.99,1.6661111111111113,36.75,29.990000000000002,3.0,2020,7,-0.12347031963470316,-6.759999999999998,0
2020-07-10,Poseida Therapeutics ,PSTX,16.0,17.0,15.35,-0.04062500000000002,1.0,-0.6500000000000004,3.0,2020,7,-0.09705882352941178,-1.6500000000000004,0
2020-07-10,Quhuo Limited ,QH,10.0,15.31,12.77,0.27699999999999997,5.3100000000000005,2.7699999999999996,2.0,2020,7,-0.16590463749183545,-2.540000000000001,0
2020-07-13,PTK Acquisition,PTK.U,10.0,10.03,10.11,0.010999999999999944,0.02999999999999936,0.10999999999999943,1.0,2020,7,0.00797607178464607,0.08000000000000007,0
2020-07-14,Artius Acquisition ,AACQU,10.0,10.42,10.35,0.03499999999999996,0.41999999999999993,0.34999999999999964,1.0,2020,7,-0.006717850287907897,-0.07000000000000028,0
2020-07-14,nCino ,NCNO,31.0,71.0,91.59,1.9545161290322581,40.0,60.59,3.0,2020,7,0.29000000000000004,20.590000000000003,1
2020-07-15,D8 Holdings ,DEH.U,10.0,10.05,10.03,0.002999999999999936,0.05000000000000071,0.02999999999999936,1.0,2020,7,-0.0019900497512439154,-0.02000000000000135,0
2020-07-15,GoHealth ,GOCO,21.0,25.0,19.13,-0.0890476190476191,4.0,-1.870000000000001,3.0,2020,7,-0.23480000000000004,-5.870000000000001,0
2020-07-15,Malacca Straits Acquisition (MLACU ) (u),MLCU,10.0,10.1,10.04,0.003999999999999915,0.09999999999999964,0.03999999999999915,1.0,2020,7,-0.00594059405940599,-0.0600000000000005,0
2020-07-16,HPX Corp. ,HPX.U,10.0,10.2,10.17,0.016999999999999994,0.1999999999999993,0.16999999999999993,1.0,2020,7,-0.002941176470588173,-0.02999999999999936,0
2020-07-16,Relay Therapeutics ,RLAY,20.0,35.0,35.05,0.7524999999999998,15.0,15.049999999999997,3.0,2020,7,0.0014285714285713475,0.04999999999999716,0
2020-07-16,Trean Insurance Group  ,TIG,15.0,17.05,15.51,0.03399999999999999,2.0500000000000007,0.5099999999999998,3.0,2020,7,-0.09032258064516134,-1.540000000000001,0
2020-07-17,ALX Oncology Holdings ,ALXO,18.0,36.5,30.0,0.6666666666666666,18.5,12.0,3.0,2020,7,-0.1780821917808219,-6.5,0
2020-07-17,Berkeley Lights ,BLI,22.0,51.03,65.45,1.975,29.03,43.45,3.0,2020,7,0.2825788751714678,14.420000000000002,1
2020-07-17,Deerfield Healthcare Technology Acquisitions ,DFHTU,10.0,10.51,10.63,0.06300000000000008,0.5099999999999998,0.6300000000000008,1.0,2020,7,0.011417697431018173,0.120000000000001,0
2020-07-17,Pandion Therapeutics Holdco ,PAND,18.0,27.0,18.1,0.005555555555555635,9.0,0.10000000000000142,3.0,2020,7,-0.32962962962962955,-8.899999999999999,0
2020-07-22,Jamf Holding ,JAMF,26.0,46.0,39.2,0.5076923076923078,20.0,13.200000000000003,3.0,2020,7,-0.1478260869565217,-6.799999999999997,0
2020-07-22,Pershing Square Tontine Holdings ,PTH.U,20.0,21.15,21.3,0.06500000000000003,1.1499999999999986,1.3000000000000007,2.0,2020,7,0.007092198581560385,0.15000000000000213,0
2020-07-22,Property Solutions Acquisition ,PSACU,10.0,10.04,10.03,0.002999999999999936,0.03999999999999915,0.02999999999999936,1.0,2020,7,-0.000996015936254959,-0.009999999999999787,0
2020-07-23,East Resources Acquisition ,ERESU,10.0,9.96,10.0,0.0,-0.03999999999999915,0.0,1.0,2020,7,0.004016064257028026,0.03999999999999915,0
2020-07-23,Montrose Environmental Group  ,MEG,15.0,16.5,22.0,0.4666666666666667,1.5,7.0,1.0,2020,7,0.3333333333333333,5.5,1
2020-07-23,Skillful Craftsman Education Technology ,EDTK,5.0,5.35,4.75,-0.05,0.34999999999999964,-0.25,0.0,2020,7,-0.11214953271028032,-0.5999999999999996,0
2020-07-24,Annexon ,ANNX,17.0,17.4,17.76,0.04470588235294127,0.3999999999999986,0.7600000000000016,3.0,2020,7,0.020689655172413966,0.360000000000003,0
2020-07-24,Ascendant Digital Acquisition ,ACND.U,10.0,10.3,10.31,0.03100000000000005,0.3000000000000007,0.3100000000000005,1.0,2020,7,0.0009708737864077462,0.009999999999999787,0
2020-07-24,Greencity Acquisition ,GRCYU,10.0,9.95,10.0,0.0,-0.05000000000000071,0.0,1.0,2020,7,0.005025125628140776,0.05000000000000071,0
2020-07-24,Inozyme Pharma ,INZY,18.0,20.8,17.54,-0.025555555555555602,2.8000000000000007,-0.46000000000000085,3.0,2020,7,-0.1567307692307693,-3.2600000000000016,0
2020-07-24,iTeos Therapeutics ,ITOS,19.0,25.55,19.05,0.0026315789473684583,6.550000000000001,0.05000000000000071,3.0,2020,7,-0.25440313111545987,-6.5,0
2020-07-24,Nurix Therapeutics ,NRIX,19.0,18.06,19.01,0.0005263157894737665,-0.9400000000000013,0.010000000000001563,3.0,2020,7,0.05260243632336672,0.9500000000000028,1
2020-07-28,ACE Convergence Acquisition ,ACEVU,10.0,10.2,10.24,0.02400000000000002,0.1999999999999993,0.2400000000000002,1.0,2020,7,0.003921568627451071,0.040000000000000924,0
2020-07-29,Vertex ,VERX,19.0,25.56,23.93,0.2594736842105263,6.559999999999999,4.93,3.0,2020,7,-0.06377151799687007,-1.629999999999999,0
2020-07-30,AlloVir ,ALVR,17.0,20.0,25.39,0.49352941176470594,3.0,8.39,2.0,2020,7,0.2695,5.390000000000001,1
2020-07-30,Churchill Capital Corp IV ,CCIV.U,10.0,10.06,10.0,0.0,0.0600000000000005,0.0,1.0,2020,7,-0.0059642147117296715,-0.0600000000000005,0
2020-07-30,Li Auto,LI,11.5,15.5,16.46,0.431304347826087,4.0,4.960000000000001,3.0,2020,7,0.0619354838709678,0.9600000000000009,1
2020-07-31,1847 Goedeker ,GOED,9.0,9.4,8.9,-0.011111111111111072,0.40000000000000036,-0.09999999999999964,1.0,2020,7,-0.05319148936170213,-0.5,0
2020-07-31,NewHold Investment ,NHICU,10.0,9.92,9.91,-0.008999999999999985,-0.08000000000000007,-0.08999999999999986,1.0,2020,7,-0.0010080645161290108,-0.009999999999999787,0
2020-07-31,E.Merge Technology Acquisition ,ETACU,10.0,10.05,10.0,0.0,0.05000000000000071,0.0,1.0,2020,7,-0.004975124378109523,-0.05000000000000071,0
2020-07-31,Fathom Holdings ,FTHM,10.0,11.5,10.03,0.002999999999999936,1.5,0.02999999999999936,2.0,2020,7,-0.12782608695652178,-1.4700000000000006,0
2020-07-31,CC Neuberger Principal Holdings II ,PRPB.U,10.0,10.15,10.07,0.007000000000000029,0.15000000000000036,0.07000000000000028,1.0,2020,7,-0.007881773399014785,-0.08000000000000007,0
2020-07-31,Vasta Platform Limited ,VSTA,19.0,22.1,18.85,-0.007894736842105189,3.1000000000000014,-0.14999999999999858,2.0,2020,7,-0.14705882352941174,-3.25,0
2020-07-31,Vital Farms ,VITL,22.0,35.0,35.26,0.6027272727272727,13.0,13.259999999999998,3.0,2020,7,0.007428571428571372,0.259999999999998,0
2020-08-04,Health Sciences Acquisitions Corp 2 ,HSAQ,10.0,11.41,11.4,0.14000000000000004,1.4100000000000001,1.4000000000000004,1.0,2020,8,-0.0008764241893076062,-0.009999999999999787,0
2020-08-04,Yucaipa Acquisition ,"YAC,U",10.0,10.02,10.01,0.0009999999999999788,0.019999999999999574,0.009999999999999787,1.0,2020,8,-0.0009980039920159467,-0.009999999999999787,0
2020-08-05,BigCommerce Holdings ,BIGC,24.0,68.0,72.27,2.01125,44.0,48.269999999999996,3.0,2020,8,0.06279411764705876,4.269999999999996,1
2020-08-05,Rackspace Technology,RXT,21.0,16.85,16.39,-0.2195238095238095,-4.149999999999999,-4.609999999999999,2.0,2020,8,-0.027299703264095004,-0.46000000000000085,0
2020-08-05,GO Acquisition ,GOAC.U,10.0,10.0,10.0,0.0,0.0,0.0,1.0,2020,8,0.0,0.0,0
2020-08-05,BowX Acquisition ,BOWXU,10.0,10.02,10.03,0.002999999999999936,0.019999999999999574,0.02999999999999936,1.0,2020,8,0.0009980039920159467,0.009999999999999787,0
2020-08-05,Holicity ,HOLUU,10.0,10.01,10.01,0.0009999999999999788,0.009999999999999787,0.009999999999999787,1.0,2020,8,0.0,0.0,0
2020-08-06,Gores Holdings V ,GRSVU,10.0,10.06,10.08,0.008000000000000007,0.0600000000000005,0.08000000000000007,1.0,2020,8,0.0019880715705764985,0.019999999999999574,0
2020-08-06,Kismet Acquisition One ,KSMTU,10.0,10.0,9.98,-0.0019999999999999575,0.0,-0.019999999999999574,1.0,2020,8,-0.0019999999999999575,-0.019999999999999574,0
2020-08-06,Acutus Medical ,AFIB,18.0,24.11,26.5,0.4722222222222222,6.109999999999999,8.5,2.0,2020,8,0.09912899211945253,2.3900000000000006,1
2020-08-06,Oak Street Health ,OSH,21.0,42.5,40.0,0.9047619047619048,21.5,19.0,3.0,2020,8,-0.058823529411764705,-2.5,0
2020-08-06,Rocket Companies,RKT,18.0,18.0,21.51,0.1950000000000001,0.0,3.5100000000000016,1.0,2020,8,0.1950000000000001,3.5100000000000016,1
2020-08-07,ARYA Sciences Acquisition Corp III ,ARYA,10.0,10.5,10.44,0.04399999999999995,0.5,0.4399999999999995,1.0,2020,8,-0.005714285714285762,-0.0600000000000005,0
2020-08-07,Checkmate Pharmaceuticals ,CMPI,15.0,14.5,14.0,-0.06666666666666667,-0.5,-1.0,3.0,2020,8,-0.034482758620689655,-0.5,0
2020-08-07,Freeline Therapeutics Holdings plc ,FRLN,18.0,18.5,18.0,0.0,0.5,0.0,2.0,2020,8,-0.02702702702702703,-0.5,0
