Creditscore,Creditscoreindicator,Likelihoodoffailure,CreditlimitGBPGBP,Previouscreditscore,SMEindicator,ReturnonTotalAssets2020,ReturnonTotalAssets2019,ReturnonShareholdersFunds2020,ReturnonShareholdersFunds2019,ReturnonCapitalEmployed2020,ReturnonCapitalEmployed2019
36,Caution,11.2,100598,64,Yes,,7.292632532,,10.39657314,,9.726492552
31,Caution,11.2,9910,68,Yes,,1.708922758,,14.85857248,,4.009779915
89,Secure,0.9,344318,92,Yes,,5.840941855,,18.89035667,,7.906976744
97,Secure,0.9,786798,97,Yes,,35.84324588,,44.91378191,,44.47837683
97,Secure,0.9,475554,97,Yes,,10.17463701,,13.55998205,,12.51474108
92,Secure,0.9,457380,95,Yes,,17.40003088,,29.65789474,,29.54902989
23,Caution,11.2,,23,No,,-12.2033001,,,,75.69786535
92,Secure,0.9,632574,92,Yes,,11.03995731,,14.50863505,,14.50863505
86,Secure,0.9,179902,95,Yes,,-0.675080716,,-1.220482887,,-1.091081594
43,Normal,4.2,35619,23,Yes,,61.47754816,,,,
95,Secure,0.9,57485,92,Yes,3.91218831,14.09499037,20.209841,54.32051669,9.731634469,38.76114358
89,Secure,0.9,359805,92,Yes,,57.28021986,,179.5705902,,149.5505327
99,Secure,0.9,83896,89,Yes,,34.38376605,,68.9420916,,67.98112615
85,Secure,0.9,29394,85,Yes,,1.352102143,,10.66592096,,10.2864086
52,Normal,4.2,500,81,No,-14.90258924,-8.949136835,,,21.53816428,-15.60593753
99,Secure,0.9,95788,86,Yes,,1.130363479,,4.117230063,,3.98007651
89,Secure,0.9,124154,89,Yes,,-2.320472585,,-5.041898094,,-4.377027307
89,Secure,0.9,1714000,89,Yes,,13.90820584,,31.84713376,,14.45086705
99,Secure,0.9,216268,95,Yes,8.609297262,6.091473767,18.61837266,13.75016517,12.59253602,8.521489675
92,Secure,0.9,593486,92,Yes,,-1.139205833,,-5.480087979,,-2.005946474
92,Secure,0.9,151855,95,Yes,-4.508438998,3.679288301,-10.58115968,8.223442158,-6.104174919,5.024722734
99,Secure,0.9,203791,89,Yes,7.737693149,6.657550234,17.11142484,14.87142845,12.21157503,11.58094155
97,Secure,0.9,725750,92,Yes,,23.25884778,,30.15900249,,28.4931234
97,Secure,0.9,889297,97,Yes,,11.13126649,,11.83587586,,11.83587586
97,Secure,0.9,261680,92,Yes,,9.06868477,,12.35128866,,11.93871037
99,Secure,0.9,462185,99,Yes,15.38296562,9.584662601,18.55638464,11.19308667,17.63099952,11.17461093
99,Secure,0.9,220472,99,Yes,,15.45346398,,20.84774591,,19.86973656
95,Secure,0.9,1046000,26,Yes,,9.766420258,,85.8596353,,45.30780466
89,Secure,0.9,1179000,89,Yes,10.18382767,8.037391533,46.70613698,46.3021709,11.76412335,9.504594676
89,Secure,0.9,58129,86,Yes,,2.046574345,,9.210153691,,7.660615411
97,Secure,0.9,99923,93,No,10.13218832,-5.839447251,20.59203516,-14.47502559,20.59203516,-14.47502559
89,Secure,0.9,1150000,89,Yes,9.760994336,8.522953459,44.35430181,51.25603567,11.25671526,10.00435801
99,Secure,0.9,358276,99,Yes,,22.33717577,,32.72050006,,30.27162013
97,Secure,0.9,356698,95,Yes,,19.69771853,,27.8620386,,25.98750853
92,Secure,0.9,70385,89,Yes,,7.989336557,,24.38695197,,23.94611726
99,Secure,0.9,576240,99,Yes,,10.87847413,,13.8675757,,13.76927263
99,Secure,0.9,534281,95,Yes,,9.397038153,,11.64755485,,11.5754413
62,Stable,2.2,9114,45,Yes,,-7.27124183,,-33.08550186,,-27.44090442
86,Secure,0.9,37306,86,Yes,,-2.089256676,,-144.1258839,,-3.694615209
92,Secure,0.9,462477,81,Yes,,44.13665147,,,,
95,Secure,0.9,427727,92,Yes,,16.09921495,,23.584456,,22.15386721
85,Secure,0.9,17473,88,Yes,,16.48284754,,,,-723.2775276
92,Secure,0.9,247311,99,Yes,,2.577320582,,8.566873039,,5.7304719
99,Secure,0.9,363885,99,No,,9.210958989,,56.10287688,,34.38297115
95,Secure,0.9,106465,95,Yes,,-0.332601673,,-0.703276564,,-0.696963278
36,Caution,11.2,94322,92,Yes,,20.55166553,,52.75314964,,52.75314964
99,Secure,0.9,397564,99,Yes,,18.09255144,,34.38229893,,33.79706785
50,Normal,5,214925,,Yes,,16.64952129,,24.38173833,,24.09602903
92,Secure,0.9,34110,89,Yes,,-3.677422657,,-15.828216,,-9.863098978
33,Caution,11.2,1106,95,Yes,,10.64241626,,34.9483512,,19.18748001
92,Secure,0.9,366209,77,Yes,,31.50039859,,46.99636158,,45.97753816
99,Secure,0.9,536029,89,Yes,,5.540865589,,22.71753938,,8.681512928
33,Caution,11.2,399188,36,No,,4.32089625,,4.801663066,,4.483236609
99,Secure,0.9,279403,99,Yes,,15.8904031,,38.11248336,,28.26482811
99,Secure,0.9,445452,99,Yes,,35.3846521,,109.865376,,106.2731162
92,Secure,0.9,374615,99,Yes,,15.58050675,,24.01148693,,24.01148693
95,Secure,0.9,279630,95,Yes,,6.458275583,,17.33938426,,7.636943934
55,Normal,4.2,500,55,Yes,1.535371466,-16.29420486,,,-4.93879408,31.55241987
95,Secure,0.9,85005,85,Yes,,4.330332446,,18.13732189,,14.19212925
95,Secure,0.9,799553,95,Yes,,31.01534631,,103.3501519,,75.01882207
99,Secure,0.9,327897,99,Yes,,24.57488124,,68.24603733,,59.33245853
92,Secure,0.9,60723,92,Yes,,-1.466825488,,-4.01384481,,-2.739395656
93,Secure,0.9,266726,92,No,14.31084936,16.15312225,18.76779341,24.67923891,18.69081611,24.00086384
89,Secure,0.9,585362,99,Yes,,18.24317866,,28.51714455,,25.46377281
55,Normal,4.2,500,47,Yes,,-19.35361228,,,,75.99412684
95,Secure,0.9,133399,95,Yes,,6.647481258,,14.11410146,,11.78700107
95,Secure,0.9,269691,99,Yes,6.347206284,9.952128439,9.967641423,19.18120881,9.218018017,17.44674661
99,Secure,0.9,251842,99,Yes,,10.88595404,,23.3536127,,16.7576931
99,Secure,0.9,206700,99,Yes,,7.325427165,,13.57202488,,12.5521472
86,Secure,0.9,272898,93,Yes,,20.76755866,,52.56901756,,33.09938396
99,Secure,0.9,162124,99,Yes,4.940554376,10.13253116,9.02352158,17.61476994,8.783696674,17.10616862
97,Secure,0.9,242582,97,Yes,4.330081416,9.345626462,7.375670741,15.22960254,7.20823338,14.85283307
85,Secure,0.9,50449,88,Yes,,2.036291444,,27.53587833,,18.87045471
89,Secure,0.9,1567000,64,No,,-2.306012765,,-3.511329344,,-2.841767567
77,Stable,2.2,19806,92,Yes,,0.326256118,,1.368625348,,1.097425946
81,Secure,2.2,42817,92,Yes,-27.997566,4.58230385,-48.44633074,7.453286265,-46.66282856,7.243317997
42,Normal,5,151229,,Unconfirmed,11.53020942,,16.47900406,,16.12711515,
64,Stable,2.2,480047,92,Yes,,-39.90892278,,-174.1777447,,-72.76886784
99,Secure,0.9,96970,95,Yes,,9.0881425,,34.32560415,,33.40605256
92,Secure,0.9,246162,89,Yes,6.406256101,,12.15108809,,7.838656191,
93,Secure,0.9,237735,89,Yes,,7.496477219,,13.7704918,,11.27915194
95,Secure,0.9,281099,95,Yes,,7.229293205,,10.14206886,,9.487716311
85,Secure,0.9,274769,92,Yes,,7.911278667,,15.13832446,,12.36067072
95,Secure,0.9,444191,99,Yes,19.51859779,13.74611738,30.66226828,24.41750938,24.13581493,18.46774095
92,Secure,0.9,1281000,92,No,,-5.299785867,,-6.855542843,,-5.733494486
89,Secure,0.9,1367000,89,Yes,,-7.006585352,,-26.3301943,,-26.32376723
92,Secure,0.9,290767,92,Yes,,16.34632314,,22.24368268,,21.34029824
99,Secure,0.9,203772,99,Yes,,7.625577921,,11.60967351,,11.5973747
95,Secure,0.9,66771,85,Yes,,9.886765791,,51.46527386,,42.16309136
92,Secure,0.9,62792,89,Yes,,-0.290538143,,-0.827887913,,-0.586136116
92,Secure,0.9,14241,30,Yes,,7.547288971,,,,22.81468275
86,Secure,0.9,79007,28,Yes,,-2.575578161,,-11.15871961,,-4.620909563
27,Caution,11.2,500,47,Yes,,,,,,
99,Secure,0.9,245746,99,Yes,10.85931531,11.22283387,14.29949251,19.00321658,14.29949251,19.00321658
95,Secure,0.9,124791,99,Yes,,4.471985699,,192.5033989,,6.606223642
92,Secure,0.9,78035,77,Yes,,1.82345735,,118.9036287,,2.723157097
77,Stable,2.2,249098,92,Yes,,-2.340031401,,-12.77071863,,-3.610875017
99,Secure,0.9,219788,99,Yes,,11.83749725,,18.20196833,,16.72663529
92,Secure,0.9,710290,95,Yes,17.57518448,19.70432372,26.99862365,48.77513624,26.99862365,48.77348639
89,Secure,0.9,8426,92,Yes,,1.408639466,,,,2.374244969
92,Secure,0.9,352474,99,Yes,4.464093142,4.898822682,6.962017497,7.778349438,5.334533895,6.274584408
92,Secure,0.9,425854,99,Yes,4.464102559,4.898839746,6.96589804,7.782554383,5.336811921,6.27732037
99,Secure,0.9,556761,99,Yes,7.722605226,19.41795728,13.31649378,32.0061088,9.741700338,25.74419613
89,Secure,0.9,94333,89,Yes,,-8.046729395,,-114.491328,,-17.8643102
95,Secure,0.9,360204,95,Yes,,17.51694223,,42.31400582,,25.91570469
95,Secure,0.9,120506,95,Yes,,12.42734989,,33.95780583,,26.46167436
92,Secure,0.9,789503,95,Yes,58.30117135,49.49824452,79.8760611,179.3809278,75.1092391,71.65349924
99,Secure,0.9,326276,99,Yes,,6.432708218,,9.325337331,,9.315095847
76,Stable,1.8,238768,59,Yes,31.71943006,,43.03310265,,42.31456422,
99,Secure,0.9,226422,95,Yes,,19.89671106,,45.1155624,,34.28571429
36,Caution,11.2,63703,33,Yes,14.99089236,6.802486884,22.38104609,10.42097727,21.25476753,9.678971035
36,Caution,11.2,48572,33,Yes,12.81807192,4.862411452,18.77052449,7.371244556,18.02728787,6.959322377
99,Secure,0.9,311682,99,Yes,,11.63126506,,17.17767699,,16.94161775
89,Secure,0.9,252139,89,Yes,,-0.375653925,,-0.721932318,,-0.668122655
99,Secure,0.9,356088,99,Yes,,16.2717775,,19.43862099,,19.21266123
66,Stable,1.8,14537,49,Yes,24.35288447,,,,109.0905012,
33,Caution,11.2,25497,92,Yes,,0.550939306,,1.178061027,,0.836418483
33,Caution,11.2,500,92,Yes,,-0.401069519,,-2.698282911,,-0.707092351
88,Secure,0.9,83212,92,Yes,,8.758753491,,29.19450973,,29.16974757
95,Secure,0.9,97016,86,No,7.954377784,,17.14035833,,11.02599945,
92,Secure,0.9,121324,89,No,-2.912294219,-2.47635011,-38.12850786,-17.33046668,-4.134873097,-3.075123735
99,Secure,0.9,378139,99,Yes,,9.707345065,,10.88121784,,10.7225861
31,Caution,11.2,2727,90,Yes,-2.368802599,,-9.327116941,,-8.092435929,
99,Secure,0.9,764302,95,Yes,6.597520783,8.842117797,16.11660434,22.03861687,9.107018659,12.51318104
92,Secure,0.9,723311,85,Yes,,1.964036266,,2.426465546,,2.23326851
92,Secure,0.9,93286,99,Yes,,1.890765086,,5.075458122,,4.832059055
28,Caution,11.2,101977,64,Yes,,14.58680639,,14.58680639,,14.58680639
51,Normal,4.6,138932,62,Yes,,16.74541675,,65.92261905,,65.92261905
95,Secure,0.9,475028,99,Yes,4.427824484,2.556366511,6.614984222,3.930670443,5.574757846,3.39819595
99,Secure,0.9,2231000,95,No,,20.1374183,,22.90338231,,22.82625589
87,Secure,1,500,97,Yes,,-14.43176787,,,,
97,Secure,0.9,199306,92,Yes,10.87664536,18.56216654,15.76821479,32.69437215,15.69562263,32.49457303
95,Secure,0.9,380381,95,Yes,,15.16790926,,17.96058726,,17.88263287
95,Secure,0.9,49898,95,Yes,,0.880548259,,4.242821689,,1.473637163
99,Secure,0.9,337022,99,Yes,,18.76179991,,26.04244769,,26.04244769
81,Secure,2.2,129008,81,Yes,,-0.815402181,,-2.411561917,,-1.738838198
88,Secure,0.9,26385,92,Yes,,9.004237288,,,,13.69495167
92,Secure,0.9,134649,95,Yes,1.308611258,2.816214639,2.937391366,6.211524265,2.669705839,5.669826026
89,Secure,0.9,42436,92,Yes,1.857619803,3.945937723,8.726454811,16.85478674,6.723635856,13.38482007
92,Secure,0.9,279796,85,Yes,,5.212634692,,7.530586399,,7.501370925
89,Secure,0.9,31393,89,Yes,,-3.900038123,,-13.87614149,,-10.43191025
86,Secure,0.9,309467,95,Yes,,-1.506986334,,-1.675713649,,-1.675713649
29,Caution,11.2,500,29,Yes,,-29.59843769,,,,-113.370734
89,Secure,0.9,46199,92,Yes,,-4.582067949,,-20.51549442,,-20.51549442
92,Secure,0.9,1251000,95,Yes,,19.16849594,,21.45277087,,20.00583257
93,Secure,0.9,6431000,97,No,-11.22919987,1.97530484,-12.4508695,2.035457899,-11.72706753,2.035457899
92,Secure,0.9,539446,92,Yes,24.3796736,29.41290056,40.27833574,47.7939315,31.49861993,39.03235699
95,Secure,0.9,88556,86,Yes,,5.036934292,,16.85021242,,14.69127329
64,Stable,2.2,291670,64,Yes,19.06506844,3.960667336,89.81095495,229.4418403,71.31341323,13.14384867
95,Secure,0.9,89255,95,Yes,,1.071421009,,3.598185942,,1.693677875
93,Secure,0.9,181459,97,Yes,,5.323736731,,11.11244488,,11.02262127
29,Caution,11.2,500,64,Yes,,,,,,
29,Caution,10.1,500,,Yes,,,,,,
44,Normal,4.2,500,77,Yes,-12.42883138,-2.003024079,,-48.16116443,-12.89840003,-6.486254642
99,Secure,0.9,320616,92,Yes,20.28263595,22.00151628,32.42792507,41.66820738,31.17935528,30.73642034
57,Normal,2.2,24521,74,Yes,10.03342754,10.16224011,49.57198676,74.96985276,44.48195056,65.85984824
88,Secure,0.9,539902,95,Yes,,4.198895028,,9.939837824,,6.551724138
44,Normal,4.2,500,46,Yes,,-132.9040233,,,,93.30648731
95,Secure,0.9,227131,95,Yes,,5.181850782,,13.93946697,,6.887547743
93,Secure,0.9,106595,97,No,,7.687290165,,24.03935911,,14.20885093
95,Secure,0.9,788305,95,Yes,,2.566396798,,3.064558774,,3.050075178
99,Secure,0.9,188817,99,Yes,,10.70511683,,18.51472935,,17.31874835
99,Secure,0.9,333614,92,Yes,,13.28501373,,19.06020051,,18.38913218
92,Secure,0.9,338403,86,Yes,,-0.247387269,,-0.352099429,,-0.34924498
99,Secure,0.9,310847,95,Yes,,26.0556129,,48.830494,,46.31778739
92,Secure,0.9,123797,92,Yes,,0.851425384,,3.449191677,,3.329552014
97,Secure,0.9,344791,99,Yes,,0.878400268,,1.119344211,,1.077159645
99,Secure,0.9,351428,92,Yes,,12.30332336,,18.71788884,,18.3535608
89,Secure,0.9,408906,95,Yes,,-3.357594432,,-4.171341826,,-3.906539745
89,Secure,0.9,195478,86,Yes,,1.997199007,,,,6.700343211
89,Secure,0.9,60043,81,Yes,,1.252284124,,6.519323866,,2.185259838
99,Secure,0.9,90785,99,Yes,,8.925333266,,24.50824146,,24.01639734
95,Secure,0.9,104449,95,Yes,,12.26683038,,37.94325888,,16.18354533
89,Secure,0.9,44280,89,Yes,,-11.39661641,,-53.15285573,,-42.10251046
31,Caution,11.2,36744,89,Yes,-0.035077604,-3.604078985,-0.135387627,-13.55419569,-0.039009423,-3.960327362
99,Secure,0.9,122636,95,Yes,10.90552242,6.222425534,24.67029628,16.87087903,20.80862145,13.39794739
92,Secure,0.9,142393,95,Yes,6.504614752,8.10929421,14.61842815,20.07995819,9.089881162,12.36107805
99,Secure,0.9,217725,95,Yes,,13.68335637,,26.1209802,,24.35047878
99,Secure,0.9,362051,99,Yes,,11.02387557,,22.93927911,,15.5584327
62,Stable,2.2,500,40,Yes,,-20.87087912,,,,
86,Secure,0.9,2072,27,Yes,,0.54298915,,,,0.73875849
99,Secure,0.9,301171,99,Yes,,20.20714462,,34.88460871,,32.9672005
55,Normal,4.2,2123000,92,No,,-6.356819306,,-6.885036384,,-6.884965421
27,Caution,11.2,500,86,Yes,,-0.805134423,,-1.691469538,,-1.017127806
99,Secure,0.9,92482,27,Yes,8.610781535,,19.44816814,,19.0118793,
50,Normal,5,86732,,Yes,7.251313094,,17.34699777,,16.94792796,
24,Caution,11.2,,21,Yes,,4.626215966,,,,-29.43689857
92,Secure,0.9,146051,26,Yes,,5.999165739,,15.62274336,,15.09334219
86,Secure,0.9,91549,86,Yes,,2.68077071,,10.35747772,,9.792044814
99,Secure,0.9,240311,99,Yes,,14.79469809,,39.15057676,,37.79086058
97,Secure,0.9,317834,27,Yes,,19.72337653,,25.73320655,,25.73320655
95,Secure,0.9,345211,99,Yes,,3.559120635,,4.053984608,,4.029072886
22,Caution,10.6,,40,Yes,,12.74458623,,,,12.93211693
41,Normal,4.2,46386,,Yes,,1.092160151,,2.698227718,,1.81101685
29,Caution,11.2,17328,90,Yes,,-4.876280688,,-89.21308577,,-78.52140078
85,Secure,0.9,90743,89,Yes,2.216732284,1.174147981,8.93308911,3.89345411,6.854189368,3.15477161
55,Normal,4.1,4112,99,Yes,,10.22590326,,58.88931929,,58.88931929
90,Secure,0.9,97276,77,Yes,,11.98462146,,127.0492109,,127.0492109
85,Secure,0.9,113376,92,Yes,-26.48279624,1.313282947,-50.80463072,2.31943194,-50.80463072,2.31741935
92,Secure,0.9,177657,92,Yes,,2.080815693,,6.342488054,,3.82141815
99,Secure,0.9,292310,99,Yes,10.4246875,7.565239365,14.92173937,10.2304276,12.67873985,9.421155051
39,Caution,4.2,66480,26,No,,1.037557998,,25.91469638,,1.253106323
99,Secure,0.9,768971,27,Yes,6.234091771,,29.91213801,,8.755317168,
86,Secure,0.9,500,85,Yes,,-19.07221425,,,,-60.62633019
85,Secure,0.9,70983,92,Yes,-0.042447582,1.508118968,-0.316863273,13.34876802,-0.193757258,6.404352566
92,Secure,0.9,143865,92,Yes,,1.371013024,,5.900878742,,3.356535201
89,Secure,0.9,116795,25,Yes,,2.701144417,,9.636350684,,9.636350684
99,Secure,0.9,198397,99,Yes,6.082977837,9.700075593,7.802896561,13.53582204,7.158100686,12.61069607
97,Secure,0.9,86712,99,Yes,9.209351254,14.27209829,13.821767,24.50858823,11.91980696,21.6304241
95,Secure,0.9,162756,99,Yes,9.899311397,5.212828352,45.33295776,25.13168881,43.04990609,24.04813645
77,Stable,2.2,28179,89,Yes,-2.621474273,0.457401561,-14.76195774,3.445308855,-13.444617,2.422701141
95,Secure,0.9,589972,95,Yes,,22.51908629,,32.5770854,,27.79216455
99,Secure,0.9,460578,99,No,,11.99642096,,21.35559922,,16.11628735
99,Secure,0.9,244484,99,Yes,,5.359569854,,8.049038221,,8.049038221
99,Secure,0.9,324084,99,Yes,,5.359570938,,8.049040666,,8.049040666
85,Secure,0.9,72348,95,Yes,,-18.63950206,,-69.37585382,,-39.37229835
77,Stable,2.2,48087,92,Yes,,-18.80522165,,-87.89696692,,-37.980725
99,Secure,0.9,391233,99,Yes,,9.665461959,,10.80717024,,10.66898527
86,Secure,0.9,405455,89,Yes,,,,,,
31,Caution,11.2,18161,32,Yes,,-8.278875087,,-11.57034498,,-10.71642906
92,Secure,0.9,132118,89,Yes,,17.02172455,,46.76092604,,40.39960343
41,Normal,5,109428,,Yes,,18.47750372,,66.57398402,,35.80158675
28,Caution,11.2,22765,95,Yes,,13.3799389,,25.11573167,,24.98256967
92,Secure,0.9,78184,95,Yes,,2.311621127,,11.59025589,,2.813793674
99,Secure,0.9,139002,99,Yes,,2.375915848,,3.692037494,,3.606359167
77,Stable,2.2,35568,86,Yes,,-3.648085635,,-15.16215619,,-9.197657024
93,Secure,0.9,196501,93,Yes,,7.717670087,,13.75230551,,13.70832516
92,Secure,0.9,640839,99,Yes,,0.685121353,,0.948658962,,0.856819036
26,Caution,11.2,500,28,Yes,,-128.6236654,,,,334.3726236
97,Secure,0.9,254241,25,Yes,,5.69480621,,8.526102179,,8.466671108
95,Secure,0.9,173290,92,Yes,16.87440077,19.52295377,69.76217441,85.66308244,30.10752688,31.86666667
40,Caution,5,456932,,Yes,,-16.43940938,,-29.50483571,,-20.22617219
29,Caution,11.2,3665,92,Yes,,-13.10152366,,-33.34110428,,-20.04768504
89,Secure,0.9,46072,95,Yes,,-17.87160911,,-62.02469474,,-47.73926022
95,Secure,0.9,396615,95,No,,10.35634592,,12.73037871,,12.16589871
68,Stable,2.2,82529,47,Yes,22.6391231,20.35714286,,,,
86,Secure,0.9,91646,89,Yes,,0.397553461,,2.958054717,,0.527056463
92,Secure,0.9,627390,95,Yes,,3.076151285,,4.369705062,,3.592207535
27,Caution,11.2,500,68,Yes,,14.12159358,,14.12159358,,14.12159358
97,Secure,0.9,464660,27,Yes,,12.54508395,,17.32699302,,17.16677918
99,Secure,0.9,14155000,99,No,,5.388115004,,20.08988685,,19.60075073
89,Secure,0.9,182027,99,Yes,,-0.091442963,,-0.27653605,,-0.273060695
95,Secure,0.9,386678,92,Yes,,8.439680109,,10.52743288,,10.52743288
99,Secure,0.9,227173,28,Yes,12.13817368,12.18856426,16.46420824,16.92805576,16.19372733,16.92805576
92,Secure,0.9,202330,95,Yes,,2.021021583,,4.351662207,,2.474724788
97,Secure,0.9,323047,99,Yes,,20.32661141,,32.69001194,,31.86578743
89,Secure,0.9,70366,89,Yes,,0.531545786,,1.353877832,,0.886429732
89,Secure,0.9,56090,95,Yes,,0.956930915,,2.2734276,,1.533698745
36,Caution,11.2,31396,99,Yes,6.879160025,9.262541162,24.57625165,33.83354344,12.40786956,16.99861849
36,Caution,11.2,41384,95,Yes,6.916663493,8.094220067,20.64125971,29.85470527,9.572388621,11.67329316
99,Secure,0.9,248666,89,Yes,5.300070114,-5.813951011,12.89267487,-16.26464684,9.599951753,-11.86254453
97,Secure,0.9,448980,92,Yes,,20.50821114,,27.91949847,,26.86781513
99,Secure,0.9,112357,28,No,,5.957608239,,16.37783929,,7.058056348
92,Secure,0.9,173581,89,Yes,,14.32789642,,19.728888,,19.728888
99,Secure,0.9,471204,99,Yes,,7.652579588,,8.794261506,,8.639225395
97,Secure,0.9,358321,99,Yes,,7.874241209,,9.515806483,,9.283592835
96,Secure,1,614449,96,Yes,,39.7467915,,51.27622387,,51.27622387
92,Secure,0.9,360613,88,No,,5.942571892,,17.40406008,,13.41423456
99,Secure,0.9,135244,85,No,,21.06722085,,108.5978295,,105.0703001
92,Secure,0.9,437729,92,Yes,,18.38729516,,35.86479546,,19.65170844
99,Secure,0.9,236309,90,Yes,,8.984523735,,27.06887298,,15.17301936
92,Secure,0.9,319493,92,Yes,,4.903593313,,21.17230936,,6.870624157
29,Caution,11.2,571,25,Yes,,-3.399028104,,-28.7963331,,-28.7963331
93,Secure,0.9,466545,64,Yes,,25.2777377,,59.61211296,,53.44722392
90,Secure,0.9,161052,99,Yes,18.19927073,28.33879887,38.83520161,77.32121604,37.0626406,74.35235053
92,Secure,0.9,165185,81,Yes,,11.20694607,,47.79066951,,45.18409795
99,Secure,0.9,136946,95,Yes,13.18354038,5.952863802,21.38644602,9.923296156,21.37337233,9.908302293
85,Secure,0.9,106116,89,No,,-2.681427898,,-9.803740015,,-4.454297601
92,Secure,0.9,212454,97,Yes,,22.05138255,,38.84674206,,38.48556403
92,Secure,0.9,674322,92,No,2.705987379,3.934342875,5.074688676,7.346468528,2.911229599,4.232583824
99,Secure,0.9,639078,88,Yes,14.0213617,13.54889179,80.33240997,174.5967742,57.57083559,101.5637217
95,Secure,0.9,504899,97,Yes,,14.3735837,,19.71635132,,19.71635132
95,Secure,0.9,496299,99,Yes,8.228814667,7.339285693,8.911346836,10.09728426,9.533769504,8.82691559
89,Secure,0.9,389174,97,Yes,,12.49007727,,15.79011155,,15.47240889
19,High Risk,10.1,,,Yes,,-12.77698791,,-32.29363602,,-19.95315601
99,Secure,0.9,247938,95,Yes,,8.246566177,,34.73118434,,16.51413847
86,Secure,0.9,126733,89,Yes,,,,,,
88,Secure,0.9,60073,89,Yes,3.107490685,2.16130736,8.564704942,7.972451611,8.090467856,7.229659855
81,Secure,2.2,270592,68,Yes,,16.73190767,,20.10216926,,20.07867805
64,Stable,2.2,45910,28,Yes,,-39.93149338,,,,44.79018881
32,Caution,11.2,45078,77,Yes,1.307184532,4.551075234,3.856894198,13.68810708,3.856894198,13.68810708
89,Secure,0.9,272863,89,Yes,,0.16008062,,0.469107547,,0.418819089
99,Secure,1,337150,97,Yes,,18.15080277,,24.04230493,,23.66117075
92,Secure,0.9,447589,92,Yes,,10.25310214,,11.86891018,,11.86891018
64,Stable,2.2,127447,89,No,,-22.73182836,,-72.6985385,,-72.46830149
99,Secure,0.9,1708000,92,No,,1.372432859,,1.710264045,,1.398925142
38,Caution,4.2,63696,99,Yes,,21.02127146,,24.37094258,,24.37094258
36,Caution,11.2,22533,99,Yes,,9.584482953,,36.23506503,,33.59374388
99,Secure,0.9,217691,99,Yes,,18.13829972,,23.82883306,,23.82883306
95,Secure,0.9,153885,95,Yes,,11.19020045,,17.00305729,,16.89645797
93,Secure,0.9,81002,95,Yes,,-3.716559371,,-7.550279225,,-7.550279225
95,Secure,0.9,75056,90,Yes,6.314700226,7.222793652,15.50030423,20.16992927,11.66735276,16.39700388
31,Caution,11.2,5307000,68,No,,-8.499465408,,-9.218707634,,-8.921196173
47,Normal,4.2,4598,47,Yes,,1.027984009,,1.027984009,,1.027984009
60,Normal,2.2,24548,64,Yes,,4.493536875,,66.83668675,,66.83668675
99,Secure,0.9,247117,99,Yes,6.521240962,10.90356419,8.313187846,14.39507936,8.057953881,14.00888075
33,Caution,11.2,500,89,Yes,,-3.303479854,,-6.856947758,,-4.635923093
45,Normal,4.1,12187,74,Yes,,4.105104291,,101.6218074,,101.4307027
89,Secure,0.9,99794,95,Yes,,-1.655024786,,-5.395630758,,-4.468325692
86,Secure,0.9,111401,89,Yes,,-1.681044072,,-5.842727547,,-4.540542296
97,Secure,0.9,814974,83,Yes,22.47455203,,77.86842482,,46.91331821,
89,Secure,0.9,56279,33,Yes,,-10.19217372,,-39.13908575,,-21.95096129
86,Secure,0.9,80005,89,Yes,,-2.781651261,,-9.14535007,,-3.780758023
88,Secure,0.9,46492,64,Yes,,5.586030004,,31.74537366,,14.1881081
77,Stable,2.2,216319,68,Yes,,28.02512472,,60.94827513,,58.97063762
99,Secure,0.9,302769,99,Yes,,0.663902897,,0.746787221,,0.746787221
99,Secure,0.9,114210,99,Yes,5.922819394,4.937034397,12.69494274,11.47982675,11.75097597,11.47982675
92,Secure,0.9,9244,88,Yes,,-18.62160572,,-167.5883143,,-108.4254376
81,Secure,2.2,50252,81,Yes,,-8.468617491,,,,-11.86678507
95,Secure,0.9,281540,95,Yes,,3.61284795,,10.56003326,,8.649058081
95,Secure,0.9,80350,99,Yes,,6.01612439,,12.67654028,,11.86310113
93,Secure,0.9,112040,88,Yes,,4.257887223,,8.91980962,,6.838239291
92,Secure,0.9,552650,95,Yes,,1.731759364,,2.196228426,,2.11666041
28,Caution,11.2,54137,88,Yes,,17.27727951,,24.23095195,,24.23095195
99,Secure,0.9,349966,99,Yes,30.13603626,22.48813382,57.37403927,51.64998619,56.78159716,51.64998619
99,Secure,0.9,513820,99,Yes,,10.08549268,,11.01420282,,10.78994464
89,Secure,0.9,378790,68,Yes,,2.530312666,,17.01073004,,4.405286208
77,Stable,2.2,245947,92,Yes,22.06130748,12.80340113,19.30181938,24.55626202,47.43222532,22.12450995
97,Secure,0.9,111340,92,Yes,,8.871535823,,30.07608719,,28.54074894
99,Secure,0.9,1449000,99,Yes,,7.416126118,,8.078951329,,8.013159448
29,Caution,11.2,500,89,Yes,-8.819196884,-4.550196027,-28.17359497,-752.238182,-17.05584933,-25.2020569
31,Caution,11.2,39593,89,Yes,,14.97772553,,62.14673017,,27.65147077
95,Secure,0.9,332376,95,Yes,,17.60105237,,23.21868447,,23.18621633
29,Caution,11.2,4014,93,Yes,,-11.21453901,,-168.1063123,,-104.5454545
