Creditscore,Creditscoreindicator,Likelihoodoffailure,CreditlimitGBPGBP,Previouscreditscore,SMEindicator,ReturnonTotalAssets2020,ReturnonTotalAssets2019,ReturnonShareholdersFunds2020,ReturnonShareholdersFunds2019,ReturnonCapitalEmployed2020,ReturnonCapitalEmployed2019
95,Secure,0.9,61621,99,Yes,,4.517950787,,5.428986912,,5.428986912
97,Secure,1,222543,96,Yes,,30.35471576,,37.30210164,,36.73527888
99,Secure,1,37650,99,Yes,12.45650661,11.06590724,17.67028628,15.50741163,17.24470135,14.92864984
86,Secure,0.9,226249,99,Yes,,23.86671209,,25.31900551,,25.31900551
88,Secure,1,133024,64,Yes,,5.033085245,,11.36520116,,5.686682168
27,Caution,11.2,500,41,Yes,,-19.31474787,,,,-190.3182629
60,Normal,1.8,19185,60,Yes,,3.543443055,,6.535891449,,6.277750676
88,Secure,0.9,118109,95,Yes,,33.1838794,,58.06756095,,47.02087317
45,Normal,4.6,7843,54,Yes,-5.284751275,-0.333239379,-14.94923596,-0.944474609,-14.94923596,-0.917745005
45,Normal,4.1,3439,44,Yes,-6.093376599,-20.50611884,-8.743044926,-43.8331895,-8.743044926,-43.8331895
43,Normal,4.1,500,40,Yes,-6.959033836,-61.12324289,,,22.34743467,123.6286697
87,Secure,1,43598,87,Yes,,3.694755233,,14.93750812,,3.794523436
47,Normal,4.2,9126,64,Yes,,48.83752886,,89.36213009,,89.3632535
36,Caution,10.6,9536,27,Yes,,37.70286831,,57.88123878,,57.88123878
38,Caution,,500,38,Yes,,10.25777032,,,,831.8860062
42,Normal,5,10648,,Unconfirmed,10.66390928,,105.7512031,,105.7512031,
78,Stable,2.2,37931,78,Yes,-4.757509417,-3.00159735,-7.010759166,-4.289624023,-6.896839747,-4.225685789
89,Secure,0.9,59964,99,Yes,,1.682292796,,3.766915855,,3.760542335
47,Normal,4.2,500,47,Yes,,-27.33253589,,,,8.609645818
41,Normal,5,146792,,Yes,,-1.701649501,,-4.787145408,,-1.942113202
27,Caution,11.2,500,40,Yes,,-26.14213198,,,,5.501157201
64,Stable,2.2,20522,77,Yes,,0.290347415,,3.355645737,,3.355645737
69,Stable,1.8,60054,69,Yes,,13.00635166,,14.93658533,,14.52014496
64,Stable,2.2,699,55,Yes,,0.381122995,,,,-2.608552753
85,Secure,1.1,68899,76,Yes,,59.93735392,,75.73573139,,75.51082342
74,Stable,2.2,10370,64,Yes,,2.751322751,,15.6626506,,4.13354531
41,Normal,5,388272,,Yes,,-3.451970285,,-26.98610073,,-3.494534299
45,Normal,4.1,500,43,Yes,,-8.627305655,,,,-21.06003569
78,Stable,2.2,12987,78,Yes,,-3.329851532,,-25.63528699,,-22.00367662
78,Stable,2.2,9093,87,Yes,8.781681847,6.078597076,38.24971422,22.63213024,9.182417613,6.301783254
36,Caution,9.9,500,96,Yes,,,,,,134.114053
63,Stable,1.8,12721,63,Yes,,8.382703895,,17.10201566,,10.28681259
78,Stable,2.2,20092,57,Yes,,-4.489817762,,-27.69235889,,-4.676643364
64,Stable,2.2,9668,74,Yes,3.834781106,6.435424958,12.61709393,16.48643444,3.984829118,6.71201576
95,Secure,0.9,60767,28,Yes,17.46750247,,21.32607567,,21.04795643,
88,Secure,1,38485,96,Yes,,1.460176059,,2.352256087,,2.352256087
41,Normal,5,492130,,Yes,0.028627928,,0.044964476,,0.03876911,
78,Stable,2.2,12062,99,Yes,17.96613558,18.85554714,28.92014813,22.341236,27.53101171,21.52543801
92,Secure,1,80595,43,Yes,24.90636704,53.40711463,51.08834827,102.1933142,43.89438944,84.01940057
55,Normal,4.2,500,46,Yes,,-1.944191309,,,,131.8704044
74,Stable,2.2,175124,90,Yes,20.20964029,42.10197995,20.99170036,57.24114094,20.99170036,57.24114094
74,Stable,2.2,2121,93,Yes,-17.38254137,-21.62057392,-327.3777196,-122.5333327,-327.3777196,-63.53279559
89,Secure,0.9,23089,60,Yes,,2.807930374,,32.28047475,,10.93482664
99,Secure,0.9,15633,99,Yes,,7.336696128,,12.19703454,,12.19703454
74,Stable,2.2,500,45,Yes,,-5.555555556,,,,-26.14379085
88,Secure,1,33840,97,Yes,0.033935856,14.60700252,0.039546116,15.09248754,0.039546116,15.09248754
95,Secure,0.9,41049,89,Yes,11.51603499,8.674304419,12.76252019,9.54954955,12.19135803,8.922558923
81,Secure,2.2,105044,86,Yes,70.67630728,67.36687426,94.64524686,76.56144217,94.64524686,76.56144217
45,Normal,4.6,372170,59,Yes,,16.1115226,,24.89285032,,24.89285032
89,Secure,0.9,89667,64,Yes,,8.240441015,,68.82778299,,68.82778299
85,Secure,1,17248,39,Yes,,146.3057706,,320.5140092,,172.7627321
96,Secure,1,32120,92,Yes,,-3.031020955,,-3.722974324,,-3.722974324
89,Secure,0.9,110560,89,Yes,-2.461609703,-0.174375711,-2.796377691,-0.200993115,-2.788132034,-0.200380059
42,Normal,4.1,500,39,Yes,,-34.47537473,,,,14.4265233
92,Secure,1,22130,96,Yes,,-0.608243374,,-0.664443252,,-0.663157213
96,Secure,1,26408,96,Yes,,0.306286969,,4.927724375,,1.182456013
88,Secure,1,17808,74,Yes,10.48782746,4.417552456,21.79081696,7.594994092,10.99980609,4.636269892
33,Caution,9.9,500,33,Yes,,,,,,
87,Secure,1.1,323031,67,Yes,,8.965514907,,11.89765163,,9.263174529
29,Caution,10.6,500,32,Yes,8.227036693,9.678663452,17.25297377,,17.25297377,23.57599039
92,Secure,1,58598,43,Yes,9.275177739,,,,18.54082514,
41,Normal,5,22928,,Yes,,-2.382408804,,-4.103040605,,-4.103040605
34,Caution,11.2,8071,99,Yes,,-12.05450734,,-15.97222222,,-14.00304414
97,Secure,1,39470,99,Yes,,15.03662919,,17.58720329,,17.53329391
74,Stable,2.2,500,52,Yes,-5.06020988,-16.44896014,,,27.73335701,106.6003633
27,Caution,11.2,500,95,Yes,,-4.684440184,,-8.697159862,,-6.332712833
90,Secure,1,70076,55,Yes,43.76910888,28.2410663,45.20616739,37.03737763,45.20616739,37.03737763
62,Stable,2.2,12104,97,Yes,,3.928090614,,10.60484539,,10.60484539
32,Caution,10.6,500,23,Yes,,-46.26487306,,,,-147.5935222
22,Caution,10.6,,23,Yes,52.72721605,43.97336507,,,54.3058526,44.32986348
78,Stable,2.2,500,47,Yes,,-25.65170895,,,,-62.73875182
85,Secure,0.9,500,95,Yes,4.920458476,6.942521742,392.7901351,33.71968603,7.265989072,12.62627101
67,Stable,1.8,84293,38,Yes,,4.091246353,,,,40.80671614
74,Stable,2.2,6740,74,Yes,,,,,,
81,Secure,2.2,45427,81,Yes,,-7.345083876,,,,-7.516953812
92,Secure,0.9,1773000,77,Yes,,132.1388631,,813.6842098,,813.6842098
92,Secure,0.9,151202,26,Yes,69.5294686,,168.8600955,,153.6991968,
29,Caution,11.2,500,25,Yes,,-24.65856687,,,,-29.04219762
45,Normal,4.1,500,42,Yes,,-138.8072602,,,,169.0526316
42,Normal,4.6,500,69,Yes,,-18.95272716,,,,89.10480739
89,Secure,0.9,4878,99,Yes,,-5.435285529,,-24.54425685,,-24.54425685
58,Normal,,1461,60,Yes,,-0.082459298,,-1.187476468,,-1.187476468
86,Secure,0.9,32533,92,Yes,,0.610495564,,2.606030201,,2.606030201
97,Secure,1,721801,45,Yes,31.62631173,-7.936718004,48.4842989,-16.9300749,35.89878167,-13.72797048
95,Secure,0.9,110336,89,Yes,,5.687104499,,6.046171635,,6.043008664
89,Secure,0.9,1120000,77,No,,-4.622566018,,-5.637514029,,-5.637514029
25,Caution,10.6,500,26,Yes,-45.00700084,-17.31094891,,,232.1285431,-113.4178668
32,Caution,10.6,500,22,Yes,,-28.5315134,,-147.9806933,,-57.74480366
92,Secure,0.9,29837,81,Yes,5.389685925,-4.067503245,9.86515259,-7.338017174,6.101843723,-4.499760651
31,Caution,11.2,15225,95,Yes,,-4.555314534,,-5.797901712,,-5.313765182
57,Normal,1.8,47966,57,Yes,,8.126793634,,57.31370745,,57.31370745
99,Secure,0.9,31270,99,Yes,10.22852924,10.36440314,12.96868834,16.50410328,12.96868834,16.50410328
64,Stable,2.2,500,64,Yes,,,,,,
64,Stable,2.2,5616,96,Yes,0.90994484,7.400825082,6.312479311,21.72181912,0.929517777,7.700318923
60,Normal,2.2,15234,43,Yes,,52.18165628,,,,-114.453125
89,Secure,0.9,236655,26,Yes,,45.69126865,,67.64736536,,67.64736536
77,Stable,2.2,137153,77,Yes,,2.937306639,,73.75,,27.57929883
42,Normal,4.1,7546,97,Yes,,-23.25505417,,-23.30080709,,-23.30080709
64,Stable,2.2,4704,96,Yes,12.12075754,12.35739639,61.35581881,27.14874448,12.5365543,12.86736403
49,Normal,4.6,12934,37,Yes,,61.4491774,,331.5884708,,331.5884708
57,Normal,1.8,44428,45,Yes,13.52749586,4.985235713,39.76764534,14.81338013,37.15655395,14.51737356
59,Normal,1.8,8651,79,Yes,2.407669544,5.869540194,11.32169163,24.16256607,11.24207561,23.93025607
46,Normal,4.2,500,26,Yes,,-6.677875795,,,,112.1462526
89,Secure,0.9,500,55,Yes,,-48.14385393,,,,114.8498895
95,Secure,0.9,63653,26,Yes,,14.9694501,,20.19230769,,20.1369863
93,Secure,1,47428,97,Yes,5.389031044,4.278697034,7.550023199,6.449605151,7.550023199,6.449605151
78,Stable,2.2,3113,52,Yes,,32.96691296,,388.5573184,,388.5573184
22,Caution,10.6,,25,Yes,,82.89100908,,,,
89,Secure,0.9,24768,73,Yes,,13.12453393,,65.42750929,,65.42750929
77,Stable,2.2,500,77,Yes,-61.6145892,-65.18486878,,,8.961943887,8.647776972
86,Secure,0.9,4226,55,Yes,,2.52289232,,,,-3.891046474
45,Normal,4.1,500,42,Yes,-13.89091629,-11.34025828,,,68.78646111,116.6176755
45,Normal,4.6,9737,41,Yes,,5.453295012,,243.3491134,,5.471357398
57,Normal,2.2,14856,45,Yes,4.290030211,3.215926493,22.04968944,24.41860465,22.04968944,24.41860465
89,Secure,0.9,70370,92,Yes,,14.84908388,,24.99774255,,24.68928135
55,Normal,4.2,500,52,Yes,,-100.7639197,,,,133.052806
86,Secure,0.9,500,81,Yes,,-6.486364937,,,,-6.505915401
96,Secure,1,14207,97,Yes,,25.46127966,,99.99930746,,99.99930746
42,Normal,4.1,3246,93,Yes,-55.15192273,-8.189872441,-110.1029157,-11.80070556,-110.1029157,-11.77823961
96,Secure,1,47221,96,Yes,,5.578117875,,6.292762552,,6.292762552
43,Normal,4.1,500,43,Yes,,-8.303685671,,,,34.77285641
44,Normal,4.6,500,23,Yes,,3.808945189,,,,-2.095118106
55,Normal,4.2,500,47,Yes,,-6.394129979,,,,469.2307692
86,Secure,0.9,4159,86,Yes,,0.825593395,,2.448146889,,2.448146889
35,Caution,10.6,500,22,Yes,,-45.19922565,,,,-150.3044798
38,Caution,4.6,500,29,Yes,,-12.01199602,,,,100.29949
43,Normal,4.1,500,42,Yes,290.161887,260.119268,,,,
64,Stable,2.2,115348,78,Yes,,0.078876496,,0.210968432,,0.210968432
64,Stable,2.2,2824,27,Yes,,-6.067834177,,-46.48782917,,-35.44143794
92,Secure,0.9,841852,89,Yes,,4.986463574,,6.802729931,,6.31009513
55,Normal,4.2,48418,52,Yes,,0.006521413,,0.446155889,,0.446155889
89,Secure,0.9,11542,81,Yes,,1.738778811,,,,1.776125568
93,Secure,1,33562,92,Yes,,13.85771046,,20.85300325,,20.53338196
87,Secure,1,554512,97,Yes,,-0.320855615,,-0.324415252,,-0.324415252
36,Caution,10.6,500,23,Yes,,-56.11450794,,,,-154.0723529
38,Caution,4.1,500,35,Yes,0.867230228,,99.98873366,,99.98873366,
87,Secure,1,117981,99,Yes,,7.64063135,,8.576541401,,8.572653443
87,Secure,1,20230,87,Yes,,0.052439475,,0.068667797,,0.068667797
40,Caution,4.6,51094,24,Yes,,7.986148434,,37.987083,,9.987116906
86,Secure,0.9,53989,64,Yes,,61.52451545,,103.9165025,,103.9165025
36,Caution,10.6,500,27,Yes,,0.509461839,,18.96342429,,18.96342429
39,Caution,4.1,500,42,Yes,,,,,,
41,Normal,4.6,500,21,Yes,,0.617692477,,38.88888889,,38.88888889
25,Caution,10.8,500,25,Yes,-3.827828475,-6.348346463,-132.2601417,-53.9706452,-55.77984973,-35.46097285
29,Caution,10.6,500,21,Yes,,0.52285462,,39.16904859,,39.16904859
59,Normal,1.8,146063,58,Yes,-1.58312462,,-1.658577305,,-1.658577305,
42,Normal,4.6,14748,24,Yes,112.5585632,,196.0891184,,146.5042683,
77,Stable,2.2,3345,43,Yes,,50.11901098,,,,-596.7390574
92,Secure,0.9,57971,77,Yes,,33.08433994,,55.61766083,,55.61766083
43,Normal,4.2,500,43,Yes,,-59.98952605,,,,62.93956044
42,Normal,4.6,4945,25,Yes,,12.77210169,,123.4465398,,123.4465398
74,Stable,2.2,115459,41,Yes,,9.170875007,,68.97879674,,13.22010229
86,Secure,0.9,3444,92,Yes,-9.771986971,13.56521739,-51.28205128,45.61403509,-51.28205128,45.61403509
42,Normal,4.1,500,42,Yes,,,,,,
35,Caution,9.9,500,42,Yes,,-793.5652594,,,,63.31509561
92,Secure,0.9,3552,92,Yes,6.138529142,7.398626005,7.741855707,10.50559124,7.544586127,10.29014216
28,Caution,10.6,500,43,Yes,84.23895936,,,,,
60,Normal,1.8,11991,76,Yes,-13.19870317,,-17.6646166,,-17.6646166,
74,Stable,2.2,86269,97,Yes,39.45664752,11.62038853,59.20908524,13.48711015,59.20908524,13.48711015
29,Caution,10.6,500,22,Yes,,0.490596663,,32.42992389,,32.42992389
97,Secure,1,18420,99,Yes,,7.891070592,,10.74473019,,10.29734869
35,Caution,9.9,500,43,Yes,,-9.660766962,,,,99.95231283
93,Secure,0.9,61157,93,Yes,-12.12967071,-1.159590378,-16.26577738,-1.537134828,-16.26577738,-1.537134828
41,Normal,4.6,500,22,Yes,,-32.14475785,,,,-189.9371069
41,Normal,4.6,62110,41,Yes,,-15.9270908,,-46.63544387,,-16.81648023
41,Normal,4.6,500,22,Yes,,0.412983334,,29.89099793,,29.89099793
92,Secure,1,500,92,Yes,1.154372087,2.138905165,,,1.601272464,2.887860289
93,Secure,0.9,20793,92,Yes,,92.3674227,,162.0161691,,128.1526846
63,Stable,1.8,14840,43,Yes,,6.536941831,,14.49740124,,11.35259949
88,Secure,0.9,132428,95,Yes,16.66605841,31.19390725,70.14768083,33.12575309,45.50337748,33.12575309
86,Secure,0.9,45786,93,Yes,,9.968730231,,17.11706239,,17.11706239
62,Stable,2.2,15243,74,Yes,,9.419096122,,27.05014695,,24.04164637
39,Caution,4.6,500,40,Yes,,0.295042123,,23.52219769,,23.52219769
86,Secure,0.9,11970,88,Yes,,-5.39184953,,-12.21590909,,-12.21590909
95,Secure,0.9,26041,89,Yes,1.871502991,2.797290517,334.4827586,,1.893052303,2.805384325
92,Secure,0.9,224422,92,Yes,,2.146917359,,5.740675786,,2.708517211
45,Normal,4.1,500,74,Yes,-38.21897146,26.47998942,,113.0615376,260.251938,113.0615376
42,Normal,4.1,1903,74,Yes,,-18.02486188,,-51.58102767,,-20.58359622
36,Caution,10.6,500,22,Yes,,0.630479061,,38.76255949,,38.76255949
97,Secure,1,8943,88,Yes,,14.16458658,,74.01916266,,70.94885745
39,Caution,4.1,500,43,Yes,,-325.2497071,,,,58.11456755
88,Secure,0.9,177085,85,Yes,,18.22578767,,177.7859835,,177.7859835
38,Caution,4.6,21197,25,Yes,,6.653652658,,92.97291117,,9.847855347
34,Caution,10.6,500,23,Yes,,-62.85229313,,,,70.81226861
59,Normal,1.8,857,45,Yes,,-7.462309954,,-124.8288302,,-15.37410659
77,Stable,2.2,1392,77,Yes,,-17.22985974,,,,18.02917361
41,Normal,4.6,500,34,Yes,,0.364427721,,19.40288494,,19.40288494
36,Caution,10.6,500,22,Yes,,0.792257813,,14.24126901,,14.24126901
36,Caution,10.6,500,21,Yes,,0.916312939,,16.09264551,,16.09264551
35,Caution,10.6,1063,41,Yes,20.14905156,-0.501146787,46.30579983,-3.37914331,24.10483297,-0.612259106
59,Normal,1.8,24753,69,Yes,,-6.107898281,,-58.81006865,,-53.76569038
32,Caution,10.8,9331,35,Yes,,0.529077745,,122.6963232,,0.723785858
85,Secure,1,9601,85,Yes,,14.44925423,,,,-46.13831532
36,Caution,10.6,500,22,Yes,,0.771255182,,12.83651346,,12.83651346
88,Secure,0.9,595920,92,Yes,4.198201632,3.761474871,111.1516903,381.1135202,39.44049816,18.84200476
41,Normal,4.1,500,90,Yes,,226.7993874,,,,
45,Normal,4.1,500,42,Yes,-62.15762017,-69.05629717,,,46.05395494,31.75117327
87,Secure,1,500,52,Yes,,35.50727389,,,,
41,Normal,4.6,500,21,Yes,,0.698122693,,14.57566411,,14.57566411
45,Normal,4.6,500,49,Yes,,2.517637183,,5.440053023,,5.440053023
92,Secure,0.9,33048,85,Yes,,35.42372881,,44.46808511,,44.46808511
44,Normal,4.6,500,19,Unconfirmed,,,,,,
45,Normal,4.6,9030,66,Yes,22.36766391,,30.76021382,,30.1571006,
41,Normal,4.6,500,22,Yes,,0.725837798,,14.96580862,,14.96580862
99,Secure,0.9,45050,99,Yes,,16.4777261,,18.65587368,,18.65587368
26,Caution,10.6,1096,34,Yes,98.75169738,,,,,
39,Caution,4.6,500,22,Yes,,-73.41049603,,,,-237.8766225
41,Normal,4.6,500,39,Yes,,0.277566889,,11.18799337,,11.18799337
41,Normal,4.1,500,38,Yes,,-91.89955806,,,,101.4949156
99,Secure,1,32831,92,Yes,,3.989700241,,4.863033647,,4.513026888
40,Caution,5,7355,,Yes,,8.113539162,,99.99022124,,79.16118294
34,Caution,10.6,500,20,Yes,,-1.297449721,,-45.12439005,,-45.12439005
85,Secure,1.1,25661,76,Yes,,19.70610281,,34.82905057,,34.82570897
38,Caution,4.1,500,96,Yes,-51.65909123,,-441.7602901,,-441.7602901,
27,Caution,11.2,500,89,Yes,,-21.98692686,,-291.6998252,,-49.1429538
85,Secure,1.1,5566,37,Yes,,5.564235005,,13.4237658,,12.42266665
36,Caution,10.6,500,25,Yes,,0.952032102,,14.56335184,,14.56335184
44,Normal,4.6,16550,38,Yes,,22.29924416,,32.76320233,,32.76320233
51,Normal,4.6,500,44,Yes,,0.329264004,,28.27656329,,28.27656329
66,Stable,1.8,8393,69,Yes,3.114679885,4.884474085,7.72337627,12.8594119,4.136705503,6.673313875
74,Stable,2.2,15872,90,Yes,9.543020792,26.46148978,36.15382031,77.34029364,36.15382031,77.34029364
99,Secure,0.9,48272,99,Yes,,16.6738184,,18.8607073,,18.83857515
43,Normal,4.1,500,87,Yes,-5.889145497,-46.28670121,,,63.75,14.67688938
41,Normal,4.6,9285,38,Yes,,11.22337609,,36.3447336,,36.3447336
34,Caution,10.6,500,21,Yes,,-8.944803947,,,,448.6815729
46,Normal,4.6,500,21,Yes,,0.272425241,,11.03614695,,11.03614695
36,Caution,10.6,500,21,Yes,,0.820797035,,24.29989089,,24.29989089
93,Secure,1,25155,88,Yes,0.019077113,4.747808255,0.027331293,6.657147517,0.027296642,6.64481925
92,Secure,0.9,6813,89,Yes,,0.96699825,,251.5590398,,251.5590398
86,Secure,0.9,516540,97,Yes,87.68828146,21.22700725,93.0801408,84.61959651,93.0801408,49.30688981
52,Normal,4.1,500,62,Yes,,-28.42244817,,,,19.72128876
70,Stable,2.2,500,40,Yes,,14.06824632,,,,-44.83123069
64,Stable,2.2,500,52,Yes,-53.15825225,-23.64056232,,,98.32575124,100.0006343
34,Caution,10.6,500,23,Yes,,0.925843409,,13.75404531,,13.75404531
51,Normal,4.6,25141,45,Yes,,-38.06350414,,-74.94281478,,-74.94281478
41,Normal,4.6,500,24,Yes,,0.763360056,,16.49607581,,16.49607581
41,Normal,4.6,500,29,Yes,,0.30121506,,12.51307805,,12.51307805
51,Normal,4.6,500,39,Yes,,0.309927776,,13.15423312,,13.15423312
88,Secure,0.9,176904,55,Yes,43.09996104,,106.0086548,,71.45967117,
88,Secure,1,118201,88,Yes,,4.718614719,,5.272492744,,4.998471415
95,Secure,0.9,267244,95,Yes,,5.382468596,,5.506937904,,5.487482003
34,Caution,10.6,500,20,Yes,,0.841074172,,16.19656236,,16.19656236
95,Secure,0.9,50581,99,Yes,,25.77870369,,46.47798995,,46.47798995
41,Normal,4.6,500,23,Yes,,0.91430423,,14.93558374,,14.93558374
92,Secure,0.9,59617,89,Yes,20.64635242,41.3846861,30.4288914,62.01966651,30.4288914,62.01966651
34,Caution,10.1,13004,,Yes,87.33327169,,114.7972559,,114.5667061,
49,Normal,4.6,2274,49,Yes,7.856620171,-0.377660831,78.79624726,-4.366735577,78.79624726,-2.324543189
38,Caution,4.6,638,28,Yes,,4.189329818,,123.0297643,,123.0297643
36,Caution,10.6,500,22,Yes,,1.075487899,,13.28240845,,13.28240845
64,Stable,1.8,500,39,Yes,,0.361838504,,28.06999591,,28.06999591
97,Secure,0.9,16617,25,Yes,,3.979022818,,8.908486338,,8.908486338
83,Secure,1.1,16736,74,Yes,,33.77770724,,97.53582647,,97.53582647
88,Secure,1,35723,88,Yes,0.091942286,0.060570329,0.36691129,0.249235057,0.143307392,0.096847081
43,Normal,4.1,500,38,Yes,,83.43972673,,,,
52,Normal,4.1,5935,45,Yes,,36.25284614,,338.0644526,,273.3000822
36,Caution,10.6,500,23,Yes,,-74.0841838,,,,505.0183511
88,Secure,0.9,7979,22,Yes,,57.01357834,,145.7707185,,144.6713673
39,Caution,4.6,500,22,Yes,,0.502235211,,12.70675529,,12.70675529
40,Caution,4.6,500,29,Yes,,0.259178993,,12.31831832,,12.31831832
34,Caution,10.6,500,20,Yes,,0.802497924,,15.9129356,,15.9129356
95,Secure,0.9,495185,99,Yes,0.333194027,1.615673304,0.350925719,1.694341627,0.341201658,1.654528382
41,Normal,4.6,500,44,Yes,,0.325788685,,13.42637151,,13.42637151
36,Caution,10.6,500,20,Yes,,0.649773587,,15.64516989,,15.64516989
35,Caution,10.6,500,29,Yes,,0.314750145,,16.93023256,,16.93023256
51,Normal,4.6,500,40,Yes,,0.368502388,,14.00352357,,14.00352357
64,Stable,1.8,41705,95,Yes,,-2.579090761,,-2.999075571,,-2.999042482
38,Caution,4.6,500,34,Yes,,0.3578961,,12.7684671,,12.7684671
40,Caution,4.6,500,35,Yes,,-5.708531664,,,,6.142065692
92,Secure,0.9,30318,36,Yes,,2.788304928,,4.836897462,,3.213886553
35,Caution,10.6,500,36,Yes,,0.354844444,,12.479992,,12.479992
92,Secure,0.9,1005000,95,Yes,,7.543475117,,16.55279153,,12.47847123
41,Normal,4.6,500,21,Yes,,0.5403593,,14.16921509,,14.16921509
49,Normal,4.6,8217,66,Yes,,7.879095855,,211.8973115,,79.24388613
44,Normal,4.6,500,21,Yes,,0.504375151,,9.092963688,,9.092963688
88,Secure,1,16675,78,Yes,114.0636023,,184.5711766,,182.1482449,
52,Normal,4.1,500,52,Yes,,-450.2796972,,,,-506.6884796
96,Secure,1,798363,90,Yes,,3.220473158,,3.253861047,,3.253861047
45,Normal,4.6,17225,41,Yes,,7.958147151,,116.8615964,,110.7916952
89,Secure,0.9,47848,86,Yes,9.060895084,11.98486123,9.68627451,12.23175966,9.292701279,12.23175966
23,Caution,10.6,,22,Yes,,2.368507893,,9.929489468,,9.929489468
40,Caution,4.6,500,41,Yes,,0.343688256,,13.60424996,,13.60424996
32,Caution,10.6,500,27,Yes,57.63403313,,,,,
89,Secure,0.9,143791,95,Yes,,40.50199658,,46.64914586,,46.64914586
54,Normal,4.6,500,23,Yes,,0.450182283,,8.875716417,,8.875716417
40,Caution,5,5635,,Yes,86.3923789,,164.8234405,,164.8234405,
35,Caution,10.6,500,36,Yes,,2.270986085,,45.78454333,,45.78454333
38,Caution,4.6,500,76,Yes,,-35.81964102,,-108.162764,,-108.162764
28,Caution,10.6,500,25,Yes,,1.174426417,,,,
44,Normal,4.6,500,22,Yes,,0.354416652,,13.77837838,,13.77837838
89,Secure,0.9,10381,92,Yes,,-9.974677263,,-14.54102153,,-14.54102153
45,Normal,4.1,500,38,Yes,-12.0744286,,,,27.02293081,
35,Caution,10.6,500,40,Yes,,0.399831045,,25.3649635,,25.3649635
36,Caution,10.6,500,36,Yes,,0.362222172,,13.1902514,,13.1902514
29,Caution,10.6,500,39,Yes,,0.424112054,,10.04874753,,10.04874753
39,Caution,4.6,500,32,Yes,,0.545665569,,12.08803006,,12.08803006
78,Stable,2.2,386775,78,Yes,6.053128175,7.925135254,20.97585513,29.78021978,6.463112213,17.32182806
36,Caution,10.6,500,19,Yes,,0.46249173,,11.64131305,,11.64131305
59,Normal,1.8,7846,82,Yes,,64.34679307,,173.8965972,,168.7133782
86,Secure,0.9,972016,86,Yes,,1.416189078,,1.484312947,,1.484312947
29,Caution,10.6,500,22,Yes,,1.822544986,,23.56186686,,23.56186686
41,Normal,4.6,4826,46,Yes,-7.43371489,9.91180309,-17.46789266,15.4078138,-17.46789266,15.4078138
95,Secure,0.9,141527,99,Yes,2.427184466,11.14893617,3.75811411,18.3988764,3.627968338,17.53681392
90,Secure,1.1,27724,73,Yes,20.30718381,23.46618541,25.19899685,26.78669468,25.07823101,26.60592984
45,Normal,4.1,2689,34,Yes,12.9681732,39.42165496,580.2678571,,580.2678571,-289.7315961
64,Stable,2.2,13487,74,Yes,,-4.483344327,,-101.5000365,,-101.5000365
87,Secure,1,79614,92,Yes,,-9.034799014,,-37.76920555,,-37.76920555
92,Secure,0.9,82736,92,Yes,5.153073148,4.718672943,23.86363636,26.98717949,11.78199305,11.08478146
36,Caution,10.6,500,22,Yes,,0.630037681,,9.392219755,,9.392219755
81,Secure,2.2,500,81,Yes,-7.422113622,-9.153318078,,,-7.631909548,-9.334889148
64,Stable,1.8,500,40,Yes,,0.3702851,,10.56521144,,10.56521144
35,Caution,10.6,500,36,Yes,,0.348469638,,13.10111775,,13.10111775
41,Normal,4.6,210664,41,Yes,,2.392544719,,2.495847934,,2.495847934
39,Caution,4.6,500,21,Yes,,0.447504935,,10.90004973,,10.90004973
47,Normal,4.2,109343,55,Yes,53.27478876,6.699223641,60.19802561,6.699223641,60.19802561,6.699223641
59,Normal,1.8,33543,76,Yes,-3.207070036,,-3.817426843,,-3.850509128,
88,Secure,1,16213,99,Yes,0.981233212,1.937158378,1.123467749,2.642910268,1.112837457,2.642910268
88,Secure,1,56757,87,Yes,,4.411649563,,11.29051531,,4.606309976
32,Caution,10.6,500,21,Yes,,0.296755093,,9.172428695,,9.172428695
38,Caution,4.1,500,45,Yes,-39.86696111,-4.250510706,,,51.94317328,15.0177797
74,Stable,2.2,500,55,Yes,175.9185333,187.7665724,,,545.7531423,538.9683116
44,Normal,4.6,500,20,Yes,,0.355756837,,23.39622642,,23.39622642
85,Secure,1.1,44970,85,Yes,15.77144483,,29.64505712,,28.98798566,
44,Normal,4.6,9779,21,Yes,24.79281266,,54.0119044,,36.04964589,
97,Secure,0.9,45322,97,Yes,,13.09508414,,18.58077405,,18.51974503
32,Caution,10.6,500,21,Yes,,0.440224385,,14.46845572,,14.46845572
29,Caution,10.6,500,29,Yes,,0.382968642,,24.31759315,,24.31759315
32,Caution,10.6,500,40,Yes,,-1.206132893,,-2.55591372,,-1.957584017
32,Caution,10.6,500,39,Yes,,0.364689929,,13.85068134,,13.85068134
93,Secure,1,500,57,Yes,,70.70723192,,,,440.9841902
55,Normal,4.2,500,55,Yes,,,,,,
68,Stable,2.2,42304,55,Yes,,-2.354900345,,,,-7.748656069
32,Caution,10.6,500,39,Yes,,0.311752611,,9.005934718,,9.005934718
76,Stable,1.8,45700,31,Yes,,47.61997249,,56.7510223,,55.65749698
28,Caution,10.6,500,54,Yes,34.88948171,8.90645102,36.63465386,12.75196042,36.63465386,12.75196042
62,Stable,2.2,500,87,Yes,,0.550918505,,16.50565829,,16.50565829
