Open,High,Low,Close,Adj Close,Volume
0.9363840222358704,1.004464030265808,0.9079239964485168,0.9994419813156128,0.8506433367729187,535796800
0.966517984867096,0.9877229928970337,0.9034600257873535,0.9151790142059326,0.7789256572723389,512377600
0.9263389706611633,0.9871649742126465,0.919642984867096,0.9285709857940674,0.790323793888092,778321600
0.9475449919700623,0.955357015132904,0.8482139706611633,0.8482139706611633,0.7219304442405701,767972800
0.861607015132904,0.9017860293388367,0.8526790142059326,0.888392984867096,0.7561278343200684,460734400
0.9107139706611633,0.9129459857940674,0.845982015132904,0.872767984867096,0.742828905582428,505064000
0.8565850257873535,0.8872770071029663,0.8080360293388367,0.828125,0.7048324346542358,441548800
0.8482139706611633,0.8526790142059326,0.7723209857940674,0.7784600257873535,0.6625617146492004,976068800
0.8436099886894226,0.8816959857940674,0.825892984867096,0.8638389706611633,0.7352290749549866,1032684800
0.892857015132904,0.9129459857940674,0.8872770071029663,0.896763026714325,0.7632514834403992,390376000
0.9017860293388367,0.9464290142059326,0.896763026714325,0.928013026714325,0.7898488640785217,459177600
0.9430800080299377,0.970982015132904,0.9229909777641296,0.9514510035514832,0.8097973465919495,597643200
1.03125,1.0848209857940674,1.0133930444717407,1.0133930444717407,0.8625176548957825,1831132800
1.020089030265808,1.020089030265808,0.9838169813156128,0.993861973285675,0.8458943367004395,495924800
0.9681919813156128,1.0066959857940674,0.9386159777641296,0.9486610293388367,0.8074229955673218,440876800
0.9375,1.010045051574707,0.9140629768371582,1.0022319555282593,0.853018045425415,497145600
0.982142984867096,1.019531011581421,0.9799110293388367,0.9838169813156128,0.8373444676399231,367158400
0.9715399742126465,1.0089290142059326,0.955357015132904,0.982142984867096,0.8359198570251465,340144000
0.9659600257873535,0.9899550080299377,0.8984379768371582,0.9073659777641296,0.7722757458686829,423348800
0.9017860293388367,0.9274550080299377,0.84375,0.9263389706611633,0.7884241342544556,701680000
0.9285709857940674,0.9375,0.892857015132904,0.8950889706611633,0.7618266940116882,318035200
0.8995540142059326,0.9118300080299377,0.8660709857940674,0.8822540044784546,0.7509025931358337,464195200
